city,precinct,office,district,party,candidate,votes
Shaw-Topeka,Ward 3 Precinct 7,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 3 Precinct 8,U.S. Senate,,L,Randall Batson,11
Shaw-Topeka,Ward 3 Precinct 9,U.S. Senate,,L,Randall Batson,12
Shaw-Topeka,Ward 3 Precinct 10,U.S. Senate,,L,Randall Batson,1
Shaw-Topeka,Ward 4 Precinct 1,U.S. Senate,,L,Randall Batson,20
Shaw-Topeka,Ward 4 Precinct 2,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 4 Precinct 3,U.S. Senate,,L,Randall Batson,5
Shaw-Topeka,Ward 4 Precinct 4,U.S. Senate,,L,Randall Batson,17
Shaw-Topeka,Ward 4 Precinct 6,U.S. Senate,,L,Randall Batson,9
Shaw-Topeka,Ward 4 Precinct 7,U.S. Senate,,L,Randall Batson,7
Shaw-Topeka,Ward 4 Precinct 8,U.S. Senate,,L,Randall Batson,14
Shaw-Topeka,Ward 4 Precinct 9,U.S. Senate,,L,Randall Batson,6
Shaw-Topeka,Ward 4 Precinct 10,U.S. Senate,,L,Randall Batson,17
Shaw-Topeka,Ward 4 Precinct 11,U.S. Senate,,L,Randall Batson,5
Shaw-Topeka,Ward 4 Precinct 12,U.S. Senate,,L,Randall Batson,1
Shaw-Topeka,Ward 4 Precinct 15,U.S. Senate,,L,Randall Batson,6
Shaw-Topeka,Ward 5 Precinct 1,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 5 Precinct 2,U.S. Senate,,L,Randall Batson,22
Shaw-Topeka,Ward 5 Precinct 3,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 5 Precinct 4,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 5 Precinct 5,U.S. Senate,,L,Randall Batson,11
Shaw-Topeka,Ward 5 Precinct 6,U.S. Senate,,L,Randall Batson,6
Shaw-Topeka,Ward 5 Precinct 7,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 5 Precinct 8,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 5 Precinct 9,U.S. Senate,,L,Randall Batson,9
Shaw-Topeka,Ward 5 Precinct 10,U.S. Senate,,L,Randall Batson,19
Shaw-Topeka,Ward 5 Precinct 11,U.S. Senate,,L,Randall Batson,14
Shaw-Topeka,Ward 5 Precinct 14,U.S. Senate,,L,Randall Batson,5
Shaw-Topeka,Ward 5 Precinct 15,U.S. Senate,,L,Randall Batson,1
Shaw-Topeka,Ward 5 Precinct 91,U.S. Senate,,L,Randall Batson,3
Shaw-Topeka,Ward 6 Precinct 1,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 6 Precinct 2,U.S. Senate,,L,Randall Batson,18
Shaw-Topeka,Ward 6 Precinct 3,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 6 Precinct 4,U.S. Senate,,L,Randall Batson,7
Shaw-Topeka,Ward 6 Precinct 5,U.S. Senate,,L,Randall Batson,14
Shaw-Topeka,Ward 6 Precinct 6,U.S. Senate,,L,Randall Batson,9
Shaw-Topeka,Ward 6 Precinct 7,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 6 Precinct 8,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 6 Precinct 9,U.S. Senate,,L,Randall Batson,29
Shaw-Topeka,Ward 7 Precinct 1,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 7 Precinct 2,U.S. Senate,,L,Randall Batson,14
Shaw-Topeka,Ward 7 Precinct 3,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 7 Precinct 4,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 7 Precinct 5,U.S. Senate,,L,Randall Batson,17
Shaw-Topeka,Ward 7 Precinct 6,U.S. Senate,,L,Randall Batson,14
Shaw-Topeka,Ward 7 Precinct 7,U.S. Senate,,L,Randall Batson,7
Shaw-Topeka,Ward 7 Precinct 9,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 7 Precinct 10,U.S. Senate,,L,Randall Batson,6
Shaw-Topeka,Ward 7 Precinct 11,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 8 Precinct 1,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 8 Precinct 2,U.S. Senate,,L,Randall Batson,12
Shaw-Topeka,Ward 8 Precinct 3,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 8 Precinct 4,U.S. Senate,,L,Randall Batson,11
Shaw-Topeka,Ward 8 Precinct 5,U.S. Senate,,L,Randall Batson,18
Shaw-Topeka,Ward 8 Precinct 6,U.S. Senate,,L,Randall Batson,5
Shaw-Topeka,Ward 8 Precinct 7,U.S. Senate,,L,Randall Batson,7
Shaw-Topeka,Ward 8 Precinct 8,U.S. Senate,,L,Randall Batson,6
Shaw-Topeka,Ward 8 Precinct 9,U.S. Senate,,L,Randall Batson,15
Shaw-Topeka,Ward 8 Precinct 10,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 8 Precinct 11,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 9 Precinct 1,U.S. Senate,,L,Randall Batson,2
Shaw-Topeka,Ward 9 Precinct 2,U.S. Senate,,L,Randall Batson,5
Shaw-Topeka,Ward 9 Precinct 3,U.S. Senate,,L,Randall Batson,5
Shaw-Topeka,Ward 9 Precinct 4,U.S. Senate,,L,Randall Batson,9
Shaw-Topeka,Ward 9 Precinct 5,U.S. Senate,,L,Randall Batson,11
Shaw-Topeka,Ward 9 Precinct 6,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 9 Precinct 8,U.S. Senate,,L,Randall Batson,20
Shaw-Topeka,Ward 9 Precinct 9,U.S. Senate,,L,Randall Batson,5
Shaw-Topeka,Ward 9 Precinct 10,U.S. Senate,,L,Randall Batson,21
Shaw-Topeka,Ward 9 Precinct 11,U.S. Senate,,L,Randall Batson,3
Shaw-Topeka,Ward 9 Precinct 12,U.S. Senate,,L,Randall Batson,4
Shaw-Topeka,Ward 10 Precinct 1,U.S. Senate,,L,Randall Batson,15
Shaw-Topeka,Ward 10 Precinct 2,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 10 Precinct 3,U.S. Senate,,L,Randall Batson,21
Shaw-Topeka,Ward 10 Precinct 4,U.S. Senate,,L,Randall Batson,12
Shaw-Topeka,Ward 10 Precinct 5,U.S. Senate,,L,Randall Batson,14
Shaw-Topeka,Ward 10 Precinct 6,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 10 Precinct 7,U.S. Senate,,L,Randall Batson,17
Shaw-Topeka,Ward 10 Precinct 8,U.S. Senate,,L,Randall Batson,12
Shaw-Topeka,Ward 10 Precinct 9,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 10 Precinct 10,U.S. Senate,,L,Randall Batson,9
Shaw-Topeka,Ward 10 Precinct 11,U.S. Senate,,L,Randall Batson,28
Shaw-Topeka,Ward 10 Precinct 14,U.S. Senate,,L,Randall Batson,7
Shaw-Topeka,Ward 11 Precinct 1,U.S. Senate,,L,Randall Batson,9
Shaw-Topeka,Ward 11 Precinct 2,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 11 Precinct 3,U.S. Senate,,L,Randall Batson,12
Shaw-Topeka,Ward 11 Precinct 4,U.S. Senate,,L,Randall Batson,19
Shaw-Topeka,Ward 11 Precinct 5,U.S. Senate,,L,Randall Batson,15
Shaw-Topeka,Ward 11 Precinct 6,U.S. Senate,,L,Randall Batson,17
Shaw-Topeka,Ward 11 Precinct 7,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 11 Precinct 8,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 11 Precinct 9,U.S. Senate,,L,Randall Batson,16
Shaw-Topeka,Ward 11 Precinct 10,U.S. Senate,,L,Randall Batson,11
Shaw-Topeka,Ward 12 Precinct 1,U.S. Senate,,L,Randall Batson,16
Shaw-Topeka,Ward 12 Precinct 2,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 12 Precinct 3,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 12 Precinct 4,U.S. Senate,,L,Randall Batson,6
Shaw-Topeka,Ward 12 Precinct 5,U.S. Senate,,L,Randall Batson,9
Shaw-Topeka,Ward 12 Precinct 6,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 12 Precinct 7,U.S. Senate,,L,Randall Batson,23
Shaw-Topeka,Ward 12 Precinct 8,U.S. Senate,,L,Randall Batson,19
Shaw-Topeka,Ward 12 Precinct 9,U.S. Senate,,L,Randall Batson,31
Shaw-Topeka,Ward 12 Precinct 11,U.S. Senate,,L,Randall Batson,17
Shaw-Topeka,Ward 12 Precinct 13,U.S. Senate,,L,Randall Batson,10
Shaw-Topeka,Ward 12 Precinct 14,U.S. Senate,,L,Randall Batson,7
Shaw-Topeka,Ward 12 Precinct 15,U.S. Senate,,L,Randall Batson,21
Shaw-Topeka,Ward 12 Precinct 16,U.S. Senate,,L,Randall Batson,17
Shaw-Topeka,Ward 12 Precinct 19,U.S. Senate,,L,Randall Batson,1
Shaw-Topeka,Ward 12 Precinct 20,U.S. Senate,,L,Randall Batson,17
Shaw-Topeka,Ward 12 Precinct 31,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 13 Precinct 2,U.S. Senate,,L,Randall Batson,3
Shaw-Topeka,Ward 13 Precinct 5,U.S. Senate,,L,Randall Batson,0
Shaw-Topeka,Ward 13 Precinct 6,U.S. Senate,,L,Randall Batson,3
Shaw-Topeka,Ward 13 Precinct 9,U.S. Senate,,L,Randall Batson,5
Shaw-Topeka,Ward 13 Precinct 12,U.S. Senate,,L,Randall Batson,8
Shaw-Topeka,Ward 13 Precinct 21,U.S. Senate,,L,Randall Batson,1
Shaw-Topeka,Ward 13 Precinct 22,U.S. Senate,,L,Randall Batson,1
Shaw-Topeka,Ward 13 Precinct 30,U.S. Senate,,L,Randall Batson,3
Shaw-Topeka,Ward 14 Precinct 1,U.S. Senate,,L,Randall Batson,22
Shaw-Topeka,Ward 14 Precinct 2,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 14 Precinct 3,U.S. Senate,,L,Randall Batson,6
Shaw-Topeka,Ward 14 Precinct 4,U.S. Senate,,L,Randall Batson,13
Shaw-Topeka,Ward 14 Precinct 5,U.S. Senate,,L,Randall Batson,4
Shaw-Topeka,Ward 15 Precinct 1,U.S. Senate,,L,Randall Batson,23
Shaw-Topeka,Ward 15 Precinct 2,U.S. Senate,,L,Randall Batson,14
Shaw-Topeka,Ward 15 Precinct 3,U.S. Senate,,L,Randall Batson,0
Shaw-Topeka,Ward 1 Precinct 1,U.S. House,2,R,Lynn Jenkins,60
Shaw-Topeka,Ward 1 Precinct 2,U.S. House,2,R,Lynn Jenkins,82
Shaw-Topeka,Ward 1 Precinct 3,U.S. House,2,R,Lynn Jenkins,76
Shaw-Topeka,Ward 1 Precinct 4,U.S. House,2,R,Lynn Jenkins,106
Shaw-Topeka,Ward 1 Precinct 5,U.S. House,2,R,Lynn Jenkins,184
Shaw-Topeka,Ward 1 Precinct 6,U.S. House,2,R,Lynn Jenkins,255
Shaw-Topeka,Ward 2 Precinct 1,U.S. House,2,R,Lynn Jenkins,102
Shaw-Topeka,Ward 2 Precinct 2,U.S. House,2,R,Lynn Jenkins,86
Shaw-Topeka,Ward 2 Precinct 3,U.S. House,2,R,Lynn Jenkins,94
Shaw-Topeka,Ward 2 Precinct 4,U.S. House,2,R,Lynn Jenkins,73
Shaw-Topeka,Ward 2 Precinct 5,U.S. House,2,R,Lynn Jenkins,60
Shaw-Topeka,Ward 2 Precinct 6,U.S. House,2,R,Lynn Jenkins,49
Shaw-Topeka,Ward 2 Precinct 7,U.S. House,2,R,Lynn Jenkins,32
Shaw-Topeka,Ward 2 Precinct 8,U.S. House,2,R,Lynn Jenkins,20
Shaw-Topeka,Ward 2 Precinct 9,U.S. House,2,R,Lynn Jenkins,97
Shaw-Topeka,Ward 2 Precinct 10,U.S. House,2,R,Lynn Jenkins,76
Shaw-Topeka,Ward 2 Precinct 11,U.S. House,2,R,Lynn Jenkins,51
Shaw-Topeka,Ward 3 Precinct 1,U.S. House,2,R,Lynn Jenkins,96
Shaw-Topeka,Ward 3 Precinct 2,U.S. House,2,R,Lynn Jenkins,96
Shaw-Topeka,Ward 3 Precinct 3,U.S. House,2,R,Lynn Jenkins,51
Shaw-Topeka,Ward 3 Precinct 4,U.S. House,2,R,Lynn Jenkins,62
Shaw-Topeka,Ward 3 Precinct 5,U.S. House,2,R,Lynn Jenkins,36
Shaw-Topeka,Ward 3 Precinct 6,U.S. House,2,R,Lynn Jenkins,49
Shaw-Topeka,Ward 3 Precinct 7,U.S. House,2,R,Lynn Jenkins,58
Shaw-Topeka,Ward 3 Precinct 8,U.S. House,2,R,Lynn Jenkins,75
Shaw-Topeka,Ward 3 Precinct 9,U.S. House,2,R,Lynn Jenkins,73
Shaw-Topeka,Ward 3 Precinct 10,U.S. House,2,R,Lynn Jenkins,4
Shaw-Topeka,Ward 4 Precinct 1,U.S. House,2,R,Lynn Jenkins,47
Shaw-Topeka,Ward 4 Precinct 2,U.S. House,2,R,Lynn Jenkins,44
Shaw-Topeka,Ward 4 Precinct 3,U.S. House,2,R,Lynn Jenkins,28
Shaw-Topeka,Ward 4 Precinct 4,U.S. House,2,R,Lynn Jenkins,49
Shaw-Topeka,Ward 4 Precinct 6,U.S. House,2,R,Lynn Jenkins,70
Shaw-Topeka,Ward 4 Precinct 7,U.S. House,2,R,Lynn Jenkins,43
Shaw-Topeka,Ward 4 Precinct 8,U.S. House,2,R,Lynn Jenkins,59
Shaw-Topeka,Ward 4 Precinct 9,U.S. House,2,R,Lynn Jenkins,60
Shaw-Topeka,Ward 4 Precinct 10,U.S. House,2,R,Lynn Jenkins,78
Shaw-Topeka,Ward 4 Precinct 11,U.S. House,2,R,Lynn Jenkins,47
Shaw-Topeka,Ward 4 Precinct 12,U.S. House,2,R,Lynn Jenkins,1
Shaw-Topeka,Ward 4 Precinct 15,U.S. House,2,R,Lynn Jenkins,60
Shaw-Topeka,Ward 5 Precinct 1,U.S. House,2,R,Lynn Jenkins,49
Shaw-Topeka,Ward 5 Precinct 2,U.S. House,2,R,Lynn Jenkins,62
Shaw-Topeka,Ward 5 Precinct 3,U.S. House,2,R,Lynn Jenkins,92
Shaw-Topeka,Ward 5 Precinct 4,U.S. House,2,R,Lynn Jenkins,67
Shaw-Topeka,Ward 5 Precinct 5,U.S. House,2,R,Lynn Jenkins,68
Shaw-Topeka,Ward 5 Precinct 6,U.S. House,2,R,Lynn Jenkins,45
Shaw-Topeka,Ward 5 Precinct 7,U.S. House,2,R,Lynn Jenkins,56
Shaw-Topeka,Ward 5 Precinct 8,U.S. House,2,R,Lynn Jenkins,71
Shaw-Topeka,Ward 5 Precinct 9,U.S. House,2,R,Lynn Jenkins,162
Shaw-Topeka,Ward 5 Precinct 10,U.S. House,2,R,Lynn Jenkins,232
Shaw-Topeka,Ward 5 Precinct 11,U.S. House,2,R,Lynn Jenkins,160
Shaw-Topeka,Ward 5 Precinct 14,U.S. House,2,R,Lynn Jenkins,130
Shaw-Topeka,Ward 5 Precinct 15,U.S. House,2,R,Lynn Jenkins,32
Shaw-Topeka,Ward 5 Precinct 91,U.S. House,2,R,Lynn Jenkins,46
Shaw-Topeka,Ward 6 Precinct 1,U.S. House,2,R,Lynn Jenkins,47
Shaw-Topeka,Ward 6 Precinct 2,U.S. House,2,R,Lynn Jenkins,49
Shaw-Topeka,Ward 6 Precinct 3,U.S. House,2,R,Lynn Jenkins,202
Shaw-Topeka,Ward 6 Precinct 4,U.S. House,2,R,Lynn Jenkins,91
Shaw-Topeka,Ward 6 Precinct 5,U.S. House,2,R,Lynn Jenkins,147
Shaw-Topeka,Ward 6 Precinct 6,U.S. House,2,R,Lynn Jenkins,68
Shaw-Topeka,Ward 6 Precinct 7,U.S. House,2,R,Lynn Jenkins,60
Shaw-Topeka,Ward 6 Precinct 8,U.S. House,2,R,Lynn Jenkins,86
Shaw-Topeka,Ward 6 Precinct 9,U.S. House,2,R,Lynn Jenkins,298
Shaw-Topeka,Ward 7 Precinct 1,U.S. House,2,R,Lynn Jenkins,101
Shaw-Topeka,Ward 7 Precinct 2,U.S. House,2,R,Lynn Jenkins,81
Shaw-Topeka,Ward 7 Precinct 3,U.S. House,2,R,Lynn Jenkins,96
Shaw-Topeka,Ward 7 Precinct 4,U.S. House,2,R,Lynn Jenkins,147
Shaw-Topeka,Ward 7 Precinct 5,U.S. House,2,R,Lynn Jenkins,114
Shaw-Topeka,Ward 7 Precinct 6,U.S. House,2,R,Lynn Jenkins,102
Shaw-Topeka,Ward 7 Precinct 7,U.S. House,2,R,Lynn Jenkins,77
Shaw-Topeka,Ward 7 Precinct 9,U.S. House,2,R,Lynn Jenkins,104
Shaw-Topeka,Ward 7 Precinct 10,U.S. House,2,R,Lynn Jenkins,77
Shaw-Topeka,Ward 7 Precinct 11,U.S. House,2,R,Lynn Jenkins,146
Shaw-Topeka,Ward 8 Precinct 1,U.S. House,2,R,Lynn Jenkins,59
Shaw-Topeka,Ward 8 Precinct 2,U.S. House,2,R,Lynn Jenkins,70
Shaw-Topeka,Ward 8 Precinct 3,U.S. House,2,R,Lynn Jenkins,113
Shaw-Topeka,Ward 8 Precinct 4,U.S. House,2,R,Lynn Jenkins,120
Shaw-Topeka,Ward 8 Precinct 5,U.S. House,2,R,Lynn Jenkins,204
Shaw-Topeka,Ward 8 Precinct 6,U.S. House,2,R,Lynn Jenkins,136
Shaw-Topeka,Ward 8 Precinct 7,U.S. House,2,R,Lynn Jenkins,61
Shaw-Topeka,Ward 8 Precinct 8,U.S. House,2,R,Lynn Jenkins,91
Shaw-Topeka,Ward 8 Precinct 9,U.S. House,2,R,Lynn Jenkins,168
Shaw-Topeka,Ward 8 Precinct 10,U.S. House,2,R,Lynn Jenkins,157
Shaw-Topeka,Ward 8 Precinct 11,U.S. House,2,R,Lynn Jenkins,168
Shaw-Topeka,Ward 9 Precinct 1,U.S. House,2,R,Lynn Jenkins,26
Shaw-Topeka,Ward 9 Precinct 2,U.S. House,2,R,Lynn Jenkins,90
Shaw-Topeka,Ward 9 Precinct 3,U.S. House,2,R,Lynn Jenkins,197
Shaw-Topeka,Ward 9 Precinct 4,U.S. House,2,R,Lynn Jenkins,147
Shaw-Topeka,Ward 9 Precinct 5,U.S. House,2,R,Lynn Jenkins,112
Shaw-Topeka,Ward 9 Precinct 6,U.S. House,2,R,Lynn Jenkins,135
Shaw-Topeka,Ward 9 Precinct 8,U.S. House,2,R,Lynn Jenkins,167
Shaw-Topeka,Ward 9 Precinct 9,U.S. House,2,R,Lynn Jenkins,129
Shaw-Topeka,Ward 9 Precinct 10,U.S. House,2,R,Lynn Jenkins,214
Shaw-Topeka,Ward 9 Precinct 11,U.S. House,2,R,Lynn Jenkins,134
Shaw-Topeka,Ward 9 Precinct 12,U.S. House,2,R,Lynn Jenkins,52
Shaw-Topeka,Ward 10 Precinct 1,U.S. House,2,R,Lynn Jenkins,122
Shaw-Topeka,Ward 10 Precinct 2,U.S. House,2,R,Lynn Jenkins,206
Shaw-Topeka,Ward 10 Precinct 3,U.S. House,2,R,Lynn Jenkins,247
Shaw-Topeka,Ward 10 Precinct 4,U.S. House,2,R,Lynn Jenkins,144
Shaw-Topeka,Ward 10 Precinct 5,U.S. House,2,R,Lynn Jenkins,120
Shaw-Topeka,Ward 10 Precinct 6,U.S. House,2,R,Lynn Jenkins,149
Shaw-Topeka,Ward 10 Precinct 7,U.S. House,2,R,Lynn Jenkins,135
Shaw-Topeka,Ward 10 Precinct 8,U.S. House,2,R,Lynn Jenkins,110
Shaw-Topeka,Ward 10 Precinct 9,U.S. House,2,R,Lynn Jenkins,87
Shaw-Topeka,Ward 10 Precinct 10,U.S. House,2,R,Lynn Jenkins,134
Shaw-Topeka,Ward 10 Precinct 11,U.S. House,2,R,Lynn Jenkins,200
Shaw-Topeka,Ward 10 Precinct 14,U.S. House,2,R,Lynn Jenkins,155
Shaw-Topeka,Ward 11 Precinct 1,U.S. House,2,R,Lynn Jenkins,105
Shaw-Topeka,Ward 11 Precinct 2,U.S. House,2,R,Lynn Jenkins,139
Shaw-Topeka,Ward 11 Precinct 3,U.S. House,2,R,Lynn Jenkins,94
Shaw-Topeka,Ward 11 Precinct 4,U.S. House,2,R,Lynn Jenkins,194
Shaw-Topeka,Ward 11 Precinct 5,U.S. House,2,R,Lynn Jenkins,135
Shaw-Topeka,Ward 11 Precinct 6,U.S. House,2,R,Lynn Jenkins,130
Shaw-Topeka,Ward 11 Precinct 7,U.S. House,2,R,Lynn Jenkins,141
Shaw-Topeka,Ward 11 Precinct 8,U.S. House,2,R,Lynn Jenkins,131
Shaw-Topeka,Ward 11 Precinct 9,U.S. House,2,R,Lynn Jenkins,137
Shaw-Topeka,Ward 11 Precinct 10,U.S. House,2,R,Lynn Jenkins,87
Shaw-Topeka,Ward 12 Precinct 1,U.S. House,2,R,Lynn Jenkins,111
Shaw-Topeka,Ward 12 Precinct 2,U.S. House,2,R,Lynn Jenkins,93
Shaw-Topeka,Ward 12 Precinct 3,U.S. House,2,R,Lynn Jenkins,192
Shaw-Topeka,Ward 12 Precinct 4,U.S. House,2,R,Lynn Jenkins,235
Shaw-Topeka,Ward 12 Precinct 5,U.S. House,2,R,Lynn Jenkins,211
Shaw-Topeka,Ward 12 Precinct 6,U.S. House,2,R,Lynn Jenkins,191
Shaw-Topeka,Ward 12 Precinct 7,U.S. House,2,R,Lynn Jenkins,196
Shaw-Topeka,Ward 12 Precinct 8,U.S. House,2,R,Lynn Jenkins,176
Shaw-Topeka,Ward 12 Precinct 9,U.S. House,2,R,Lynn Jenkins,300
Shaw-Topeka,Ward 12 Precinct 11,U.S. House,2,R,Lynn Jenkins,356
Shaw-Topeka,Ward 12 Precinct 13,U.S. House,2,R,Lynn Jenkins,266
Shaw-Topeka,Ward 12 Precinct 14,U.S. House,2,R,Lynn Jenkins,174
Shaw-Topeka,Ward 12 Precinct 15,U.S. House,2,R,Lynn Jenkins,312
Shaw-Topeka,Ward 12 Precinct 16,U.S. House,2,R,Lynn Jenkins,292
Shaw-Topeka,Ward 12 Precinct 19,U.S. House,2,R,Lynn Jenkins,51
Shaw-Topeka,Ward 12 Precinct 20,U.S. House,2,R,Lynn Jenkins,230
Shaw-Topeka,Ward 12 Precinct 31,U.S. House,2,R,Lynn Jenkins,153
Shaw-Topeka,Ward 13 Precinct 2,U.S. House,2,R,Lynn Jenkins,48
Shaw-Topeka,Ward 13 Precinct 5,U.S. House,2,R,Lynn Jenkins,10
Shaw-Topeka,Ward 13 Precinct 6,U.S. House,2,R,Lynn Jenkins,82
Shaw-Topeka,Ward 13 Precinct 9,U.S. House,2,R,Lynn Jenkins,56
Shaw-Topeka,Ward 13 Precinct 12,U.S. House,2,R,Lynn Jenkins,336
Shaw-Topeka,Ward 13 Precinct 21,U.S. House,2,R,Lynn Jenkins,29
Shaw-Topeka,Ward 13 Precinct 22,U.S. House,2,R,Lynn Jenkins,40
Shaw-Topeka,Ward 13 Precinct 30,U.S. House,2,R,Lynn Jenkins,59
Shaw-Topeka,Ward 14 Precinct 1,U.S. House,2,R,Lynn Jenkins,284
Shaw-Topeka,Ward 14 Precinct 2,U.S. House,2,R,Lynn Jenkins,236
Shaw-Topeka,Ward 14 Precinct 3,U.S. House,2,R,Lynn Jenkins,184
Shaw-Topeka,Ward 14 Precinct 4,U.S. House,2,R,Lynn Jenkins,393
Shaw-Topeka,Ward 14 Precinct 5,U.S. House,2,R,Lynn Jenkins,250
Shaw-Topeka,Ward 15 Precinct 1,U.S. House,2,R,Lynn Jenkins,214
Shaw-Topeka,Ward 15 Precinct 2,U.S. House,2,R,Lynn Jenkins,139
Shaw-Topeka,Ward 15 Precinct 3,U.S. House,2,R,Lynn Jenkins,15
Shaw-Topeka,Ward 1 Precinct 1,U.S. House,2,D,Margie Wakefield,96
Shaw-Topeka,Ward 1 Precinct 2,U.S. House,2,D,Margie Wakefield,117
Shaw-Topeka,Ward 1 Precinct 3,U.S. House,2,D,Margie Wakefield,82
Shaw-Topeka,Ward 1 Precinct 4,U.S. House,2,D,Margie Wakefield,126
Shaw-Topeka,Ward 1 Precinct 5,U.S. House,2,D,Margie Wakefield,154
Shaw-Topeka,Ward 1 Precinct 6,U.S. House,2,D,Margie Wakefield,187
Shaw-Topeka,Ward 2 Precinct 1,U.S. House,2,D,Margie Wakefield,130
Shaw-Topeka,Ward 2 Precinct 2,U.S. House,2,D,Margie Wakefield,113
Shaw-Topeka,Ward 2 Precinct 3,U.S. House,2,D,Margie Wakefield,112
Shaw-Topeka,Ward 2 Precinct 4,U.S. House,2,D,Margie Wakefield,112
Shaw-Topeka,Ward 2 Precinct 5,U.S. House,2,D,Margie Wakefield,130
Shaw-Topeka,Ward 2 Precinct 6,U.S. House,2,D,Margie Wakefield,87
Shaw-Topeka,Ward 2 Precinct 7,U.S. House,2,D,Margie Wakefield,53
Shaw-Topeka,Ward 2 Precinct 8,U.S. House,2,D,Margie Wakefield,75
Shaw-Topeka,Ward 2 Precinct 9,U.S. House,2,D,Margie Wakefield,135
Shaw-Topeka,Ward 2 Precinct 10,U.S. House,2,D,Margie Wakefield,187
Shaw-Topeka,Ward 2 Precinct 11,U.S. House,2,D,Margie Wakefield,86
Shaw-Topeka,Ward 3 Precinct 1,U.S. House,2,D,Margie Wakefield,114
Shaw-Topeka,Ward 3 Precinct 2,U.S. House,2,D,Margie Wakefield,144
Shaw-Topeka,Ward 3 Precinct 3,U.S. House,2,D,Margie Wakefield,87
Shaw-Topeka,Ward 3 Precinct 4,U.S. House,2,D,Margie Wakefield,103
Shaw-Topeka,Ward 3 Precinct 5,U.S. House,2,D,Margie Wakefield,73
Shaw-Topeka,Ward 3 Precinct 6,U.S. House,2,D,Margie Wakefield,86
Shaw-Topeka,Ward 3 Precinct 7,U.S. House,2,D,Margie Wakefield,92
Shaw-Topeka,Ward 3 Precinct 8,U.S. House,2,D,Margie Wakefield,114
Shaw-Topeka,Ward 3 Precinct 9,U.S. House,2,D,Margie Wakefield,109
Shaw-Topeka,Ward 3 Precinct 10,U.S. House,2,D,Margie Wakefield,8
Shaw-Topeka,Ward 4 Precinct 1,U.S. House,2,D,Margie Wakefield,114
Shaw-Topeka,Ward 4 Precinct 2,U.S. House,2,D,Margie Wakefield,124
Shaw-Topeka,Ward 4 Precinct 3,U.S. House,2,D,Margie Wakefield,93
Shaw-Topeka,Ward 4 Precinct 4,U.S. House,2,D,Margie Wakefield,160
Shaw-Topeka,Ward 4 Precinct 6,U.S. House,2,D,Margie Wakefield,138
Shaw-Topeka,Ward 4 Precinct 7,U.S. House,2,D,Margie Wakefield,74
Shaw-Topeka,Ward 4 Precinct 8,U.S. House,2,D,Margie Wakefield,104
Shaw-Topeka,Ward 4 Precinct 9,U.S. House,2,D,Margie Wakefield,136
Shaw-Topeka,Ward 4 Precinct 10,U.S. House,2,D,Margie Wakefield,165
Shaw-Topeka,Ward 4 Precinct 11,U.S. House,2,D,Margie Wakefield,47
Shaw-Topeka,Ward 4 Precinct 12,U.S. House,2,D,Margie Wakefield,15
Shaw-Topeka,Ward 4 Precinct 15,U.S. House,2,D,Margie Wakefield,73
Shaw-Topeka,Ward 5 Precinct 1,U.S. House,2,D,Margie Wakefield,110
Shaw-Topeka,Ward 5 Precinct 2,U.S. House,2,D,Margie Wakefield,100
Shaw-Topeka,Ward 5 Precinct 3,U.S. House,2,D,Margie Wakefield,92
